Uudenmaan vaalipiiri,Kokoomus,42,Nainen,Suomi,korkeakoulututkinto,englanti
Uudenmaan vaalipiiri,Kokoomus,48,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,saksa,ranska"
Uudenmaan vaalipiiri,Kokoomus,57,Mies,Suomi,ylioppilas,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Kokoomus,20,Nainen,Suomi,ylioppilas,"suomi,ruotsi,englanti,ranska"
Uudenmaan vaalipiiri,Kokoomus,50,Nainen,Suomi,ammattitutkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Kokoomus,58,Nainen,Suomi,korkeakoulututkinto,"ruotsi,englanti,saksa"
Uudenmaan vaalipiiri,Kokoomus,34,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Kokoomus,25,Mies,Suomi,ylioppilas,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,73,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,saksa"
Uudenmaan vaalipiiri,Sininen tulevaisuus,57,Nainen,Suomi,ammattitutkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,43,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,68,Nainen,Suomi,ammattitutkinto,suomi
Uudenmaan vaalipiiri,Sininen tulevaisuus,56,Nainen,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,saksa"
Uudenmaan vaalipiiri,Sininen tulevaisuus,52,Mies,Suomi,ammattitutkinto,suomi
Uudenmaan vaalipiiri,Sininen tulevaisuus,55,Mies,Suomi,korkeakoulututkinto,"suomi,englanti,venäjä"
Uudenmaan vaalipiiri,Kokoomus,48,Nainen,Suomi,korkeakoulututkinto,"suomi,englanti"
Uudenmaan vaalipiiri,Sininen tulevaisuus,49,Mies,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti,italia"
Uudenmaan vaalipiiri,Sininen tulevaisuus,53,Nainen,Suomi,korkeakoulututkinto,"suomi,ruotsi,englanti"
